feature,importance
tfidf_413,0.0006497024828582641
tfidf_740,0.000639943076864762
tfidf_700,0.0006392706584192694
tfidf_848,0.0006347760538530847
tfidf_676,0.0006344567989442455
tfidf_543,0.0006306115909209028
tfidf_431,0.0006193593775587027
tfidf_675,0.0006157728195846629
tfidf_663,0.0006024390495175258
tfidf_373,0.0006008071331732927
tfidf_83,0.0005981202783730278
tfidf_815,0.0005920288751624158
tfidf_163,0.000590930894922118
tfidf_953,0.0005859706457684126
tfidf_979,0.0005682052336258403
tfidf_844,0.000566022215284962
tfidf_563,0.0005652161392510472
tfidf_803,0.000561065094252817
tfidf_958,0.000558795249082756
tfidf_337,0.0005477110326838388
tfidf_522,0.0005446204359612158
tfidf_873,0.0005389706973101849
tfidf_941,0.0005249204179774478
tfidf_360,0.0005230997631486217
tfidf_876,0.0005202853040036313
tfidf_131,0.0005200603837711788
tfidf_570,0.0005126052985784784
tfidf_725,0.0005123464133298973
tfidf_851,0.000507190049504691
tfidf_127,0.0004888622532971251
tfidf_116,0.0004883054066851212
tfidf_343,0.0004807497946780135
tfidf_367,0.0004669165026133625
tfidf_190,0.0004504255522239527
tfidf_722,0.00045039366203601606
tfidf_894,0.00044837230682619444
tfidf_184,0.0004455978254302781
tfidf_634,0.0004454496628852255
tfidf_39,0.0004437938378259751
tfidf_321,0.0004388007136436797
tfidf_783,0.0004359459197324245
tfidf_327,0.00043453859748527197
tfidf_250,0.00043178070180951
tfidf_352,0.00042916918270240385
tfidf_442,0.00042407755860007947
tfidf_782,0.00042264480094601634
tfidf_653,0.00042046433282773906
tfidf_904,0.00041728682160688556
tfidf_765,0.0004104269766228177
B_mean,0.00040469189597949746
tfidf_641,0.0004010799486173005
tfidf_970,0.00039681727912438267
tfidf_787,0.00039546756079338177
tfidf_669,0.00039151284150585095
tfidf_840,0.00038938359665008083
tfidf_623,0.00038917406355866376
tfidf_239,0.0003883040613980485
tfidf_312,0.00037926989139245394
tfidf_453,0.00037913385572033506
tfidf_990,0.0003789334211280124
tfidf_915,0.00037844665465724145
tfidf_612,0.0003764001686261514
tfidf_903,0.00037158459428601406
tfidf_672,0.00037037512301313976
tfidf_640,0.00036268980633465017
tfidf_232,0.0003593253530877166
G_mean,0.0003593052935034924
tfidf_739,0.00035808546865203684
tfidf_398,0.00035672809621375306
tfidf_714,0.0003523175273091958
tfidf_683,0.000350893245052074
tfidf_465,0.000347687918235748
B_min,0.0003445462532016776
tfidf_982,0.00034405007368520696
tfidf_735,0.0003424420572353148
tfidf_210,0.0003424398149054527
tfidf_150,0.00033974670914575203
tfidf_452,0.0003389001733474937
tfidf_393,0.0003385582730980482
tfidf_288,0.0003358570460057332
tfidf_948,0.0003354554065095617
tfidf_859,0.0003349082303581154
tfidf_435,0.000333273543692474
tfidf_35,0.00033291541815206515
tfidf_576,0.00033128992823078766
tfidf_562,0.0003268582388712431
tfidf_504,0.00032415922437260163
tfidf_691,0.0003228601202966037
tfidf_275,0.0003175246906723103
tfidf_637,0.0003166653506468272
tfidf_474,0.0003111980324262499
tfidf_689,0.0003068593593954854
tfidf_529,0.0003017735917263413
tfidf_874,0.0002951851967259093
tfidf_798,0.00029179588312026655
tfidf_212,0.0002897149804277634
tfidf_500,0.00028895119025554826
tfidf_145,0.0002889188375844916
tfidf_947,0.00028673139709428294
tfidf_951,0.00028528641039761524
tfidf_251,0.0002826308067513606
tfidf_608,0.0002821961144128745
tfidf_749,0.00028043295934195695
tfidf_94,0.00027808964042771566
tfidf_830,0.00027640446813218173
tfidf_837,0.0002748962486355401
tfidf_699,0.0002735007668548947
tfidf_164,0.00027059883736018964
tfidf_123,0.0002704394058488436
tfidf_81,0.0002667374192505911
tfidf_28,0.0002660442242632082
tfidf_324,0.0002618704474670582
tfidf_42,0.00026036859406827263
tfidf_450,0.00025700209445939564
tfidf_949,0.0002551158345873461
tfidf_122,0.00025478934019166136
tfidf_296,0.00025406765458593783
tfidf_786,0.00025398577790982757
tfidf_843,0.00025374632833141013
tfidf_757,0.0002520475404574073
tfidf_860,0.0002507619376247875
tfidf_424,0.0002495003593711804
tfidf_593,0.0002471356813773621
tfidf_178,0.00024432592697727005
tfidf_264,0.00024221497774472907
tfidf_747,0.00023677161658819068
tfidf_864,0.00023549182447136997
tfidf_202,0.00023468423632688892
tfidf_185,0.0002339720969415665
tfidf_857,0.00023227437328533548
tfidf_600,0.00023199915499455887
tfidf_368,0.00023047109182678627
tfidf_204,0.000227473970439627
tfidf_67,0.00022735468071944927
tfidf_205,0.00022515339162109755
tfidf_886,0.00022032495408126754
tfidf_153,0.00021774718501094386
tfidf_241,0.00021739614153522935
tfidf_109,0.00021625943326283292
tfidf_597,0.00021581675145500496
tfidf_984,0.00021580193504086296
tfidf_766,0.00021574403427567464
tfidf_487,0.000214709892655007
tfidf_244,0.00021365271452542385
tfidf_267,0.00021337510502534782
tfidf_411,0.0002107346309983487
tfidf_750,0.00020873541209025592
tfidf_828,0.00020848031958635573
tfidf_621,0.00020721448770736554
tfidf_418,0.00020615053066132147
tfidf_11,0.00020578331302333066
tfidf_235,0.00020350126367583095
tfidf_395,0.0002026362838380559
tfidf_658,0.0002026083691582574
tfidf_629,0.0002024619473750684
tfidf_426,0.00020207247436989582
tfidf_592,0.00020079696803336768
tfidf_647,0.00019954309745620098
tfidf_684,0.00019903502986261577
tfidf_455,0.0001972547509762067
tfidf_888,0.00019566646011734006
tfidf_939,0.00019538066075417985
tfidf_638,0.00019523257917018508
tfidf_13,0.00018987231313883547
tfidf_662,0.0001889381367662943
tfidf_400,0.0001855952845200884
tfidf_969,0.0001849162248924023
tfidf_511,0.0001838800984669913
tfidf_955,0.00018295296802453513
tfidf_535,0.0001822681274399434
tfidf_476,0.00018115261649983143
tfidf_961,0.00018013396419300966
tfidf_564,0.00017855712497041916
tfidf_70,0.00017774890160960545
tfidf_645,0.00017709717005007702
tfidf_196,0.00017629928043104144
tfidf_505,0.00017242171740275653
tfidf_835,0.00017141399558189766
tfidf_62,0.00017107247598052917
tfidf_238,0.00017045040265742216
tfidf_268,0.00016963019888160456
tfidf_785,0.00016925975609154528
tfidf_929,0.00016842324014105782
tfidf_679,0.00016808955009402663
tfidf_451,0.00016740635675557117
tfidf_229,0.00016724766390273016
tfidf_286,0.00016456064614017016
tfidf_902,0.00016433766353188365
tfidf_613,0.00016323931986750252
tfidf_587,0.0001627581494786786
tfidf_808,0.00016257251645845149
tfidf_479,0.00016247470483179166
tfidf_380,0.0001586228288500268
tfidf_108,0.0001570041765643057
tfidf_674,0.00015363023648609737
tfidf_130,0.0001535295630530973
tfidf_580,0.0001522721597401957
tfidf_710,0.00015100826222882766
tfidf_32,0.00014850650743383298
tfidf_199,0.0001478127649595158
tfidf_142,0.00014663170325929058
tfidf_41,0.00014654305295433724
tfidf_106,0.00014610722009607453
tfidf_353,0.0001450844459618147
tfidf_797,0.00014365694376631662
tfidf_921,0.0001417380340551407
tfidf_804,0.00014030794602453234
tfidf_233,0.00014028730172342612
tfidf_716,0.00014022572199343423
tfidf_228,0.00014012619330577427
tfidf_987,0.00013979143935341745
tfidf_946,0.0001394609108208134
tfidf_913,0.00013824697258187852
tfidf_110,0.00013763826560836892
tfidf_225,0.00013718167303166938
tfidf_586,0.0001364664505795478
tfidf_181,0.0001362800814637185
tfidf_344,0.000136222266600152
tfidf_826,0.00013524479188587338
tfidf_746,0.00013523378823331416
tfidf_432,0.00013478085133005455
tfidf_865,0.00013421018650258107
tfidf_102,0.0001328548055756828
tfidf_620,0.00013236482190321364
tfidf_467,0.00013175232875714166
tfidf_420,0.0001311477013762788
tfidf_391,0.00013009292534796457
tfidf_934,0.00012968210500087315
tfidf_882,0.0001289665575619828
tfidf_188,0.0001283642778519013
tfidf_16,0.00012708807611361153
tfidf_685,0.00012641549594340863
tfidf_538,0.00012405384806261829
tfidf_292,0.00012363545758359838
tfidf_425,0.00012181821245943515
tfidf_308,0.0001209538642912918
tfidf_386,0.00011969618949971971
tfidf_101,0.0001194617943325162
tfidf_263,0.00011914584724874487
tfidf_388,0.0001189996420948067
tfidf_667,0.00011808877929111621
tfidf_530,0.00011802948429181316
tfidf_76,0.0001172656303342054
tfidf_349,0.00011630979193443486
tfidf_752,0.00011451661031977954
tfidf_216,0.00011434403039417249
tfidf_231,0.00011334701890146602
tfidf_403,0.00011289423993526418
tfidf_533,0.00011277748174776437
tfidf_692,0.00011204671340754214
tfidf_484,0.00011197516067121673
tfidf_599,0.00011031852817779197
tfidf_77,0.00010991225112257593
tfidf_594,0.0001091585415879947
tfidf_174,0.00010914400177336569
tfidf_712,0.00010896138215176979
tfidf_919,0.00010775808146870832
tfidf_365,0.00010760702476859722
tfidf_215,0.00010699856278478467
tfidf_855,0.00010617412204245431
tfidf_909,0.00010532824545940246
tfidf_346,0.00010526570735765013
tfidf_780,0.00010468192027569365
tfidf_320,0.00010406371277698161
tfidf_619,0.00010366921846426942
tfidf_967,0.0001032878186757322
tfidf_409,0.00010288688824378907
tfidf_609,0.00010218605900669276
tfidf_585,0.000101767741783249
tfidf_519,0.00010116217771498673
tfidf_790,0.00010031243563601157
tfidf_603,9.953065721275165e-05
tfidf_120,9.922603360644911e-05
tfidf_279,9.865402454849936e-05
tfidf_60,9.831914498283642e-05
tfidf_161,9.811493022554652e-05
tfidf_332,9.759725601435267e-05
tfidf_19,9.698192243750813e-05
tfidf_695,9.653689716571668e-05
tfidf_513,9.640565304331393e-05
tfidf_283,9.532060808207116e-05
tfidf_965,9.531893443558343e-05
tfidf_103,9.513641519654829e-05
tfidf_911,9.374919168959086e-05
tfidf_581,9.336434279102936e-05
tfidf_664,9.092213695709879e-05
tfidf_590,9.005464226340013e-05
tfidf_836,8.912260608269577e-05
tfidf_518,8.848445875726909e-05
tfidf_43,8.812705125843104e-05
tfidf_701,8.62328424893258e-05
tfidf_166,8.617326659777552e-05
tfidf_578,8.613256205512562e-05
tfidf_661,8.610114203409932e-05
tfidf_989,8.577512251139575e-05
tfidf_481,8.53163549796938e-05
tfidf_5,8.512189838724666e-05
tfidf_171,8.491042671877754e-05
tfidf_884,8.465792915036738e-05
tfidf_151,8.249574202894022e-05
tfidf_624,8.169901267877985e-05
tfidf_274,7.999404787306605e-05
tfidf_891,7.9927805232072e-05
tfidf_791,7.95903743298071e-05
tfidf_706,7.866466043414077e-05
tfidf_128,7.810508396306436e-05
tfidf_885,7.755001343629285e-05
tfidf_121,7.751560400805781e-05
tfidf_935,7.737142778036101e-05
tfidf_557,7.733686635401264e-05
tfidf_473,7.730812265975923e-05
tfidf_631,7.68395231620254e-05
tfidf_805,7.62000819151847e-05
tfidf_223,7.59191496631207e-05
tfidf_963,7.543649706621404e-05
tfidf_756,7.531546191532375e-05
tfidf_356,7.434787005865136e-05
tfidf_560,7.430696586987273e-05
tfidf_572,7.408604260376601e-05
tfidf_574,7.397624735672787e-05
tfidf_568,7.349135275489813e-05
tfidf_569,7.234096749466744e-05
tfidf_901,7.215952372542515e-05
tfidf_125,7.106226308759281e-05
tfidf_341,6.932119517681226e-05
tfidf_698,6.924109794165322e-05
tfidf_1,6.92042796703958e-05
tfidf_143,6.903123504782612e-05
tfidf_764,6.89989962005984e-05
tfidf_376,6.874306855129222e-05
tfidf_86,6.814127232401472e-05
tfidf_950,6.731582625438879e-05
tfidf_550,6.610342879091896e-05
tfidf_117,6.603041790142705e-05
tfidf_124,6.58386512804671e-05
tfidf_262,6.432263359291212e-05
tfidf_776,6.27149765095884e-05
tfidf_298,6.19557146748161e-05
tfidf_567,6.193724708327798e-05
tfidf_579,6.110296791561367e-05
tfidf_517,6.0193310929056934e-05
tfidf_446,5.993311025027204e-05
tfidf_552,5.9760975107604854e-05
tfidf_588,5.945789654927285e-05
tfidf_187,5.912480561393433e-05
tfidf_503,5.872447113466829e-05
tfidf_66,5.717588593950397e-05
tfidf_831,5.6888200419878035e-05
tfidf_502,5.588917491346993e-05
tfidf_303,5.489036707508361e-05
tfidf_359,5.432555106171911e-05
tfidf_80,5.430987656500439e-05
tfidf_838,5.392194887525434e-05
tfidf_973,5.053835735910129e-05
tfidf_632,4.914868199073569e-05
tfidf_144,4.9123297562851824e-05
tfidf_917,4.9084407568892027e-05
tfidf_297,4.878503885986167e-05
tfidf_758,4.6951565624507794e-05
tfidf_817,4.694741740689911e-05
tfidf_89,4.458474489835429e-05
tfidf_531,4.4450047783857745e-05
tfidf_959,4.3772051991251596e-05
tfidf_889,3.8114276190458654e-05
tfidf_269,3.768047016663164e-05
tfidf_736,3.7432742966803975e-05
tfidf_926,3.715225722867981e-05
tfidf_819,3.694549426190771e-05
tfidf_745,3.582197448719937e-05
tfidf_854,3.572587311610242e-05
tfidf_741,3.529008439229968e-05
tfidf_152,3.4363285713828386e-05
tfidf_834,3.4109875560305574e-05
tfidf_18,3.3712763513990935e-05
tfidf_444,3.365693084453605e-05
tfidf_240,3.285975724941442e-05
tfidf_656,3.25101690164252e-05
tfidf_878,3.2099114720492775e-05
tfidf_191,3.129811156758754e-05
tfidf_170,2.9537739158284722e-05
tfidf_906,2.89989545734448e-05
tfidf_977,2.8614241880296084e-05
tfidf_300,2.853929817858572e-05
tfidf_84,2.8473291957494435e-05
tfidf_176,2.832818258733518e-05
tfidf_773,2.8251363613402115e-05
tfidf_132,2.8066678682287624e-05
tfidf_182,2.7954451770366542e-05
tfidf_417,2.789892476354748e-05
tfidf_156,2.7752635838476253e-05
tfidf_82,2.7521465141332846e-05
tfidf_992,2.7418638764472045e-05
tfidf_483,2.7196071220391735e-05
tfidf_920,2.6808574273796893e-05
tfidf_314,2.6235400516981104e-05
tfidf_401,2.5498163774194746e-05
tfidf_850,2.4618488003367354e-05
tfidf_811,2.2602954408556572e-05
tfidf_34,2.2381936454693136e-05
tfidf_759,1.9033218139650724e-05
tfidf_168,1.8514730647160578e-05
tfidf_686,1.688111916936485e-05
tfidf_697,1.5121072272751216e-05
tfidf_137,1.4311704748369569e-05
tfidf_523,1.4297055152079966e-05
tfidf_437,1.3794615837453322e-05
tfidf_183,1.3570467427806719e-05
tfidf_999,1.240491934454901e-05
tfidf_366,1.1002436789181525e-05
tfidf_49,9.905646265261188e-06
tfidf_893,9.72664686613655e-06
tfidf_708,9.684897943208017e-06
tfidf_443,9.663093644157104e-06
tfidf_775,9.641144054081833e-06
tfidf_644,9.620002963501775e-06
tfidf_910,9.610790110333492e-06
tfidf_445,9.594744859817822e-06
tfidf_293,9.593449938734278e-06
tfidf_821,9.589448254132718e-06
tfidf_3,9.585803017798563e-06
tfidf_63,9.583163028130354e-06
tfidf_930,9.573054279315608e-06
tfidf_175,9.529528030816078e-06
tfidf_944,9.500269953062027e-06
tfidf_993,9.47265288924501e-06
tfidf_942,9.454260352096273e-06
tfidf_301,9.276531711413712e-06
tfidf_319,8.725001334335175e-06
tfidf_160,8.703505859776312e-06
tfidf_169,8.703505859776312e-06
tfidf_457,8.649739028210193e-06
tfidf_25,7.69256746581994e-06
tfidf_358,6.927280174107712e-06
tfidf_723,6.71413309182745e-06
tfidf_50,6.71413309182745e-06
tfidf_589,6.465461495833857e-06
tfidf_652,5.533025597894674e-06
tfidf_618,4.788952294007335e-06
tfidf_462,0.0
tfidf_463,0.0
tfidf_464,0.0
tfidf_466,0.0
tfidf_447,0.0
tfidf_448,0.0
tfidf_456,0.0
tfidf_458,0.0
tfidf_438,0.0
tfidf_439,0.0
tfidf_440,0.0
tfidf_441,0.0
tfidf_428,0.0
tfidf_429,0.0
tfidf_430,0.0
tfidf_434,0.0
tfidf_436,0.0
tfidf_339,0.0
tfidf_345,0.0
tfidf_347,0.0
tfidf_348,0.0
tfidf_329,0.0
tfidf_330,0.0
tfidf_331,0.0
tfidf_333,0.0
tfidf_334,0.0
tfidf_335,0.0
tfidf_336,0.0
tfidf_478,0.0
tfidf_480,0.0
tfidf_482,0.0
tfidf_323,0.0
tfidf_325,0.0
tfidf_326,0.0
tfidf_468,0.0
tfidf_470,0.0
tfidf_471,0.0
tfidf_472,0.0
tfidf_475,0.0
tfidf_477,0.0
tfidf_514,0.0
tfidf_515,0.0
tfidf_516,0.0
tfidf_521,0.0
tfidf_506,0.0
tfidf_507,0.0
tfidf_509,0.0
tfidf_510,0.0
tfidf_488,0.0
tfidf_489,0.0
tfidf_491,0.0
tfidf_492,0.0
tfidf_493,0.0
tfidf_496,0.0
tfidf_499,0.0
tfidf_501,0.0
tfidf_351,0.0
tfidf_354,0.0
tfidf_485,0.0
tfidf_486,0.0
tfidf_555,0.0
tfidf_556,0.0
tfidf_558,0.0
tfidf_559,0.0
tfidf_561,0.0
tfidf_544,0.0
tfidf_545,0.0
tfidf_546,0.0
tfidf_548,0.0
tfidf_549,0.0
tfidf_553,0.0
tfidf_532,0.0
tfidf_536,0.0
tfidf_537,0.0
tfidf_541,0.0
tfidf_542,0.0
tfidf_524,0.0
tfidf_525,0.0
tfidf_526,0.0
tfidf_527,0.0
tfidf_528,0.0
tfidf_598,0.0
tfidf_601,0.0
tfidf_602,0.0
tfidf_604,0.0
tfidf_605,0.0
tfidf_591,0.0
tfidf_577,0.0
tfidf_582,0.0
tfidf_583,0.0
tfidf_584,0.0
tfidf_565,0.0
tfidf_571,0.0
tfidf_575,0.0
tfidf_316,0.0
tfidf_317,0.0
tfidf_318,0.0
tfidf_755,0.0
tfidf_751,0.0
tfidf_737,0.0
tfidf_738,0.0
tfidf_742,0.0
tfidf_743,0.0
tfidf_744,0.0
tfidf_724,0.0
tfidf_726,0.0
tfidf_728,0.0
tfidf_729,0.0
tfidf_730,0.0
tfidf_732,0.0
tfidf_734,0.0
tfidf_748,0.0
tfidf_713,0.0
tfidf_715,0.0
tfidf_287,0.0
tfidf_717,0.0
tfidf_718,0.0
tfidf_719,0.0
tfidf_720,0.0
tfidf_248,0.0
tfidf_249,0.0
tfidf_252,0.0
tfidf_253,0.0
tfidf_254,0.0
tfidf_256,0.0
tfidf_771,0.0
tfidf_237,0.0
tfidf_284,0.0
tfidf_243,0.0
tfidf_282,0.0
tfidf_245,0.0
tfidf_246,0.0
tfidf_247,0.0
tfidf_770,0.0
tfidf_281,0.0
tfidf_280,0.0
tfidf_230,0.0
tfidf_690,0.0
tfidf_234,0.0
tfidf_682,0.0
tfidf_762,0.0
tfidf_763,0.0
tfidf_681,0.0
tfidf_680,0.0
tfidf_767,0.0
tfidf_768,0.0
tfidf_769,0.0
tfidf_810,0.0
tfidf_812,0.0
tfidf_813,0.0
tfidf_814,0.0
tfidf_816,0.0
tfidf_818,0.0
tfidf_799,0.0
tfidf_800,0.0
tfidf_801,0.0
tfidf_802,0.0
tfidf_702,0.0
tfidf_806,0.0
tfidf_696,0.0
tfidf_784,0.0
tfidf_694,0.0
tfidf_693,0.0
tfidf_711,0.0
tfidf_792,0.0
tfidf_793,0.0
tfidf_795,0.0
tfidf_709,0.0
tfidf_772,0.0
tfidf_774,0.0
tfidf_777,0.0
tfidf_707,0.0
tfidf_781,0.0
tfidf_211,0.0
tfidf_705,0.0
tfidf_651,0.0
tfidf_217,0.0
tfidf_218,0.0
tfidf_219,0.0
tfidf_220,0.0
tfidf_221,0.0
tfidf_198,0.0
tfidf_703,0.0
tfidf_255,0.0
tfidf_201,0.0
tfidf_203,0.0
tfidf_206,0.0
tfidf_207,0.0
tfidf_209,0.0
tfidf_827,0.0
tfidf_660,0.0
tfidf_14,0.0
tfidf_832,0.0
tfidf_15,0.0
tfidf_195,0.0
tfidf_659,0.0
tfidf_197,0.0
tfidf_17,0.0
tfidf_820,0.0
tfidf_20,0.0
tfidf_822,0.0
tfidf_823,0.0
tfidf_824,0.0
tfidf_825,0.0
tfidf_657,0.0
tfidf_867,0.0
tfidf_868,0.0
tfidf_869,0.0
tfidf_870,0.0
tfidf_871,0.0
tfidf_872,0.0
tfidf_877,0.0
tfidf_21,0.0
tfidf_853,0.0
tfidf_22,0.0
tfidf_23,0.0
tfidf_858,0.0
tfidf_861,0.0
tfidf_862,0.0
tfidf_863,0.0
tfidf_655,0.0
tfidf_841,0.0
tfidf_842,0.0
tfidf_845,0.0
tfidf_846,0.0
tfidf_847,0.0
tfidf_849,0.0
tfidf_24,0.0
tfidf_852,0.0
tfidf_654,0.0
tfidf_224,0.0
tfidf_673,0.0
tfidf_226,0.0
tfidf_671,0.0
tfidf_668,0.0
tfidf_68,0.0
tfidf_839,0.0
tfidf_666,0.0
tfidf_912,0.0
tfidf_665,0.0
tfidf_914,0.0
